"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundances Grouped 126 A"	"Abundances Grouped 126 B"	"Abundances Grouped 127N A"	"Abundances Grouped 127N B"	"Abundances Grouped 127C A"	"Abundances Grouped 127C B"	"Abundances Grouped 128N A"	"Abundances Grouped 128N B"	"Abundances Grouped 128C A"	"Abundances Grouped 128C B"	"Abundances Grouped 129N A"	"Abundances Grouped 129N B"	"Abundances Grouped 129C A"	"Abundances Grouped 129C B"	"Abundances Grouped 130N A"	"Abundances Grouped 130N B"	"Abundances Grouped 130C A"	"Abundances Grouped 130C B"	"Abundances Grouped 131 A"	"Abundances Grouped 131 B"	"Abundances Grouped CV in Percent 126 A"	"Abundances Grouped CV in Percent 126 B"	"Abundances Grouped CV in Percent 127N A"	"Abundances Grouped CV in Percent 127N B"	"Abundances Grouped CV in Percent 127C A"	"Abundances Grouped CV in Percent 127C B"	"Abundances Grouped CV in Percent 128N A"	"Abundances Grouped CV in Percent 128N B"	"Abundances Grouped CV in Percent 128C A"	"Abundances Grouped CV in Percent 128C B"	"Abundances Grouped CV in Percent 129N A"	"Abundances Grouped CV in Percent 129N B"	"Abundances Grouped CV in Percent 129C A"	"Abundances Grouped CV in Percent 129C B"	"Abundances Grouped CV in Percent 130N A"	"Abundances Grouped CV in Percent 130N B"	"Abundances Grouped CV in Percent 130C A"	"Abundances Grouped CV in Percent 130C B"	"Abundances Grouped CV in Percent 131 A"	"Abundances Grouped CV in Percent 131 B"
"False"	"High"	"IsMasterProtein"	"OEU22512.1"	"ATP-dependent metallopeptidase Hfl [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.973"	"2"	"1"	"1"	"1"	"1"	"494"	"53.2"	"7.93"	"2.94"	"1"	"0"	"27.3"	""	"21.0"	""	"6.3"	""	"6.3"	""	"17.4"	""	"16.6"	""	"11.7"	""	"0.2"	""	""	""	"14.2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU12266.1"	"hypothetical protein FRACYDRAFT_244528 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.972"	"4"	"1"	"2"	"1"	"1"	"259"	"27.6"	"4.55"	"6.55"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU09873.1"	"hypothetical protein FRACYDRAFT_248122 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.970"	"3"	"1"	"2"	"1"	"1"	"298"	"32.3"	"5.55"	"5.51"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU13565.1"	"hypothetical protein FRACYDRAFT_262301 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.969"	"1"	"1"	"1"	"1"	"1"	"870"	"97.1"	"5.34"	"2.79"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU14700.1"	"ammonium transporter [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.969"	"2"	"1"	"1"	"1"	"1"	"501"	"53.3"	"4.67"	"1.68"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU15743.1"	"Peptidase_S49-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.967"	"2"	"1"	"3"	"1"	"1"	"321"	"35.3"	"5.05"	"9.25"	"1"	"0"	""	"19.2"	""	"18.4"	"1.8"	"19.4"	""	""	"2.3"	"18.2"	"3.1"	"21.7"	"1.7"	"25.6"	""	"15.1"	""	"21.0"	""	"17.2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU08596.1"	"hypothetical protein FRACYDRAFT_249488 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.966"	"3"	"1"	"1"	"1"	"1"	"404"	"45.6"	"7.46"	"2.98"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU22330.1"	"hypothetical protein FRACYDRAFT_216056 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.966"	"4"	"1"	"3"	"1"	"1"	"233"	"25.7"	"5.39"	"11.31"	"1"	"0"	"43.4"	"4.8"	"34.0"	"3.5"	"19.5"	"1.5"	"12.0"	""	"55.6"	"1.7"	"46.0"	"4.8"	"12.4"	"4.5"	""	"4.4"	""	"4.8"	"27.8"	"1.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU11739.1"	"hypothetical protein FRACYDRAFT_263303 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.962"	"6"	"1"	"2"	"1"	"1"	"173"	"19.5"	"5.25"	"5.91"	"1"	"0"	""	"3.5"	""	"2.7"	""	"2.1"	""	""	""	""	""	"3.0"	""	"1.9"	""	"1.8"	""	"2.1"	""	"1.8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU11718.1"	"hypothetical protein FRACYDRAFT_192097, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.960"	"6"	"1"	"1"	"1"	"1"	"163"	"17.5"	"5.10"	"2.61"	"1"	"0"	""	"21.0"	""	"22.6"	""	"21.2"	""	"0.7"	""	"32.3"	""	"35.8"	""	"36.3"	""	"22.9"	""	"29.2"	""	"26.5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU18592.1"	"LETM1-like protein, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.957"	"3"	"1"	"2"	"1"	"1"	"289"	"33.6"	"8.98"	"6.18"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU07550.1"	"hypothetical protein FRACYDRAFT_264890 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.954"	"4"	"1"	"2"	"1"	"1"	"245"	"27.3"	"5.57"	"7.62"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU07837.1"	"DDHD-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.950"	"2"	"1"	"1"	"1"	"1"	"677"	"76.6"	"5.78"	"3.43"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU09157.1"	"hypothetical protein FRACYDRAFT_249075 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.948"	"1"	"1"	"2"	"1"	"1"	"1168"	"127.1"	"6.06"	"5.53"	"1"	"0"	"8.0"	"5.2"	"5.4"	"5.0"	"1.4"	"2.5"	"2.2"	""	"6.5"	"3.1"	"5.2"	"4.0"	"4.5"	"5.1"	""	"3.4"	""	"5.0"	"4.1"	"3.0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU16618.1"	"hypothetical protein FRACYDRAFT_275419, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.947"	"5"	"1"	"2"	"1"	"1"	"167"	"19.0"	"8.47"	"6.28"	"1"	"0"	"2.0"	"5.4"	"1.8"	"4.7"	"6.8"	"4.1"	"5.1"	""	"7.0"	"6.0"	"8.0"	"5.1"	"3.7"	"7.1"	""	"4.7"	""	"4.6"	"4.0"	"5.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU16191.1"	"Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.945"	"3"	"1"	"1"	"1"	"1"	"292"	"31.9"	"5.33"	"2.84"	"1"	"0"	"2.1"	""	""	""	""	""	""	""	"1.9"	""	"2.8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU15602.1"	"hypothetical protein FRACYDRAFT_187198 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.940"	"6"	"1"	"2"	"1"	"1"	"190"	"21.0"	"6.92"	"6.12"	"1"	"0"	"6.9"	"11.1"	"7.3"	"12.7"	"3.4"	"4.5"	"3.3"	""	"10.2"	"1.9"	"8.0"	"8.1"	"3.6"	"9.3"	""	"8.6"	""	"9.0"	"5.0"	"7.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU08989.1"	"hypothetical protein FRACYDRAFT_249334 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.938"	"3"	"1"	"2"	"1"	"1"	"295"	"31.6"	"7.72"	"5.88"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU17044.1"	"pyruvate orthophosphate dikinase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.936"	"1"	"1"	"2"	"1"	"1"	"973"	"106.2"	"4.88"	"4.89"	"1"	"0"	"1.8"	"2.7"	""	""	""	""	""	""	""	"1.3"	""	""	""	"3.9"	""	"2.8"	""	"1.6"	""	"2.1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU09957.1"	"ARM repeat-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.927"	"3"	"1"	"2"	"1"	"1"	"233"	"25.6"	"4.75"	"5.39"	"1"	"0"	"8.1"	"9.0"	"5.4"	"9.0"	"6.4"	"5.4"	"3.8"	""	"11.0"	"4.6"	"10.2"	"5.8"	"3.6"	"8.7"	""	"7.3"	""	"3.5"	"4.9"	"5.1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU13398.1"	"ATP-dependent metallopeptidase Hfl [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.925"	"1"	"1"	"2"	"1"	"1"	"627"	"68.6"	"5.19"	"5.77"	"1"	"0"	"16.8"	"7.8"	"10.4"	"4.4"	"4.8"	"2.6"	"4.4"	""	"15.6"	"2.7"	"10.0"	"4.1"	"10.6"	"7.6"	""	"4.7"	""	"6.6"	"8.7"	"4.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU15545.1"	"hypothetical protein FRACYDRAFT_269413 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.921"	"4"	"1"	"3"	"1"	"1"	"264"	"27.9"	"4.83"	"8.92"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU17433.1"	"Homoserine_dh-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.920"	"3"	"1"	"2"	"1"	"1"	"302"	"31.6"	"5.27"	"6.62"	"1"	"0"	"13.8"	"3.2"	"9.0"	"5.5"	"9.7"	""	"6.9"	""	"12.9"	"2.4"	"14.5"	"4.3"	"5.3"	"5.6"	""	"4.4"	""	"2.1"	"10.1"	"2.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU13204.1"	"hypothetical protein FRACYDRAFT_241535 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.916"	"2"	"1"	"2"	"1"	"1"	"518"	"54.6"	"8.51"	"6.35"	"1"	"0"	"5.7"	"4.3"	"3.3"	"4.4"	""	"1.6"	""	""	"3.4"	""	"2.7"	"4.5"	""	"7.0"	""	"6.4"	""	"4.3"	"3.0"	"2.9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU14411.1"	"hypothetical protein FRACYDRAFT_143558, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.915"	"5"	"1"	"2"	"1"	"1"	"177"	"19.5"	"4.64"	"6.18"	"1"	"0"	"4.7"	"7.2"	"7.3"	"6.7"	"12.1"	"4.9"	"12.3"	""	"10.5"	"10.2"	"30.3"	"14.7"	"13.8"	"5.0"	""	"6.2"	""	"8.7"	"11.6"	"5.2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU17863.1"	"hypothetical protein FRACYDRAFT_238291 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.912"	"1"	"1"	"4"	"1"	"1"	"909"	"101.9"	"9.26"	"12.10"	"1"	"0"	"14.7"	"14.8"	"7.9"	"16.8"	"6.3"	"7.2"	"4.7"	"0.5"	"12.4"	"9.9"	"9.7"	"15.9"	"9.5"	"20.9"	""	"15.1"	""	"12.9"	"9.7"	"11.9"	"64.45"	"21.75"	"93.17"	"5.92"	"83.06"	"3.03"	"92.14"	""	"84.16"	"21.98"	"81.23"	"16.49"	""	"6.11"	""	"16.72"	""	"4.46"	"78.57"	"1.53"
"False"	"High"	"IsMasterProtein"	"OEU21893.1"	"hypothetical protein FRACYDRAFT_267083 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.911"	"4"	"1"	"2"	"1"	"1"	"269"	"29.7"	"5.00"	"4.61"	"1"	"0"	"7.7"	"28.1"	"4.7"	"35.1"	"7.0"	"11.3"	"3.9"	"2.1"	"11.5"	"11.3"	"9.7"	"8.8"	"12.4"	"32.6"	""	"23.1"	""	"25.3"	"4.0"	"19.9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU11519.1"	"hypothetical protein FRACYDRAFT_270824 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.908"	"3"	"1"	"2"	"1"	"1"	"296"	"32.4"	"6.16"	"5.61"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU14701.1"	"L domain-like protein, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.904"	"5"	"1"	"1"	"1"	"1"	"213"	"23.4"	"4.28"	"3.17"	"1"	"0"	""	"6.8"	""	"3.9"	""	"3.2"	""	""	""	"4.2"	""	"6.3"	""	"7.0"	""	"6.2"	""	"4.0"	""	"5.1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU20754.1"	"P-type ATPase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.899"	"1"	"1"	"2"	"1"	"1"	"1215"	"134.3"	"6.24"	"3.83"	"1"	"0"	"16.5"	"27.4"	"13.9"	"15.4"	"6.8"	"6.3"	"7.9"	"3.6"	"19.3"	"1.5"	"20.9"	"11.6"	"6.9"	"12.6"	""	"9.6"	""	"17.6"	"17.4"	"13.1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU10135.1"	"hypothetical protein FRACYDRAFT_247746 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.892"	"1"	"1"	"2"	"1"	"1"	"716"	"81.7"	"7.31"	"5.51"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU14302.1"	"hypothetical protein FRACYDRAFT_226433 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.892"	"3"	"1"	"1"	"1"	"1"	"347"	"38.4"	"8.66"	"3.04"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU11726.1"	"Clp1-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.890"	"2"	"1"	"2"	"1"	"1"	"454"	"48.6"	"5.97"	"4.84"	"1"	"0"	""	"2.3"	""	"4.5"	""	""	""	""	""	"2.0"	""	"2.6"	"1.9"	"4.4"	""	"2.8"	""	"2.1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU11693.1"	"DnaJ-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.889"	"4"	"1"	"1"	"1"	"1"	"291"	"32.9"	"8.75"	"3.15"	"1"	"0"	""	""	""	""	""	""	""	""	"1.8"	""	"1.6"	""	"1.2"	""	""	""	""	""	"1.8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU08321.1"	"nonribosomal peptide synthetase-like protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.882"	"1"	"1"	"1"	"1"	"1"	"1091"	"120.4"	"5.47"	"4.19"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU15875.1"	"hypothetical protein FRACYDRAFT_240571 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.877"	"5"	"1"	"2"	"1"	"1"	"213"	"24.3"	"4.65"	"6.56"	"1"	"0"	"36.7"	"37.9"	"36.0"	"34.6"	"9.1"	"12.2"	"6.8"	""	"32.5"	"9.9"	"26.1"	"44.3"	"12.1"	"42.8"	""	"37.6"	""	"20.5"	"20.0"	"23.3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU12716.1"	"hypothetical protein FRACYDRAFT_270446 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.875"	"5"	"1"	"2"	"1"	"1"	"215"	"24.1"	"8.53"	"5.21"	"1"	"0"	"4.2"	"12.0"	"5.7"	"11.4"	""	"2.4"	""	""	"2.5"	"2.3"	"2.9"	"9.4"	""	"11.0"	""	"12.4"	""	"10.8"	"2.2"	"6.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU10148.1"	"pseudouridine synthase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.875"	"6"	"1"	"1"	"1"	"1"	"205"	"22.8"	"8.98"	"2.33"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"cRAP_P62937"	"Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA PE=1 SV=2"	"0.001"	"2.868"	"6"	"1"	"1"	"1"	"1"	"165"	"18.0"	"7.81"	"2.47"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU15926.1"	"hypothetical protein FRACYDRAFT_240621 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.865"	"3"	"1"	"1"	"1"	"1"	"321"	"33.6"	"9.23"	"2.44"	"1"	"0"	"5.7"	""	"4.8"	""	"7.2"	""	"5.4"	""	"11.2"	""	"12.0"	""	"4.5"	""	""	""	""	""	"6.0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU13581.1"	"hypothetical protein FRACYDRAFT_269873 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.862"	"4"	"1"	"1"	"1"	"1"	"216"	"24.8"	"9.01"	"2.58"	"1"	"0"	""	"1.9"	""	"2.2"	""	""	""	""	""	""	""	""	""	""	""	"1.5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU17469.1"	"hypothetical protein FRACYDRAFT_260881 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.861"	"2"	"1"	"1"	"1"	"1"	"527"	"59.7"	"6.99"	"3.06"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU12592.1"	"spermidine synthase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.859"	"4"	"1"	"1"	"1"	"1"	"303"	"33.9"	"5.30"	"3.66"	"1"	"0"	"7.0"	""	"5.8"	""	"4.9"	""	"2.4"	""	"9.7"	""	"4.3"	""	"6.4"	""	""	""	""	""	"4.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU19933.1"	"hypothetical protein FRACYDRAFT_235996 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.858"	"2"	"1"	"2"	"1"	"1"	"479"	"54.6"	"6.00"	"5.79"	"1"	"0"	"2.5"	"2.3"	"3.3"	""	"1.4"	""	""	""	"3.3"	""	""	"3.8"	""	"2.5"	""	"3.2"	""	"2.9"	""	"2.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU16821.1"	"hypothetical protein FRACYDRAFT_239415 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.857"	"2"	"1"	"1"	"1"	"1"	"423"	"45.4"	"8.69"	"2.11"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU10725.1"	"DUF1348-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.856"	"6"	"1"	"2"	"1"	"1"	"161"	"18.8"	"7.43"	"5.74"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU16810.1"	"hypothetical protein FRACYDRAFT_138536, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.855"	"2"	"1"	"2"	"1"	"1"	"401"	"45.0"	"5.58"	"5.45"	"1"	"0"	"14.9"	"18.0"	"12.1"	"20.0"	"4.6"	"6.7"	"3.8"	"0.5"	"12.9"	"5.8"	"12.4"	"15.4"	"7.5"	"18.0"	""	"13.5"	""	"11.8"	"9.5"	"11.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU16263.1"	"hypothetical protein FRACYDRAFT_141889, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.854"	"6"	"1"	"2"	"1"	"1"	"185"	"20.7"	"9.16"	"6.43"	"1"	"0"	""	"2.6"	""	"3.4"	""	"1.2"	""	""	"2.2"	""	""	"5.4"	""	"5.0"	""	"6.0"	""	"3.6"	"1.7"	"2.9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU21273.1"	"ABC2_membrane-domain-containing protein, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.854"	"1"	"1"	"1"	"1"	"1"	"1190"	"132.7"	"5.19"	"2.69"	"1"	"0"	""	"2.1"	""	"2.2"	""	""	""	""	""	""	""	"3.3"	""	"2.6"	""	"1.9"	""	""	""	"1.8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU21427.1"	"hypothetical protein FRACYDRAFT_235052 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.849"	"1"	"1"	"1"	"1"	"1"	"872"	"94.1"	"8.76"	"2.48"	"1"	"0"	"6.4"	""	"6.9"	""	"1.2"	""	"1.1"	""	"7.5"	""	"4.2"	""	"1.7"	""	""	""	""	""	"4.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU21155.1"	"TPR-like protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.845"	"3"	"1"	"1"	"1"	"1"	"343"	"39.6"	"6.35"	"3.09"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU10199.1"	"putative GDP-fucose synthetase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.844"	"2"	"1"	"2"	"1"	"1"	"328"	"37.1"	"6.02"	"5.89"	"1"	"0"	"4.9"	"6.1"	"4.0"	"4.8"	"4.6"	"2.6"	"3.0"	""	"9.7"	"2.7"	"9.5"	"1.9"	"3.4"	"5.7"	""	"5.9"	""	"5.8"	"4.7"	"3.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU23690.1"	"hypothetical protein FRACYDRAFT_259450 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"2.843"	"2"	"1"	"1"	"1"	"1"	"571"	"61.6"	"5.33"	"4.11"	"1"	"0"	""	"2.6"	""	"4.1"	""	""	""	""	""	""	""	"1.6"	""	"3.0"	""	"2.2"	""	"2.9"	""	"2.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
